2013-10-15 18:49:18 [INFO] [ForgeModLoader] Forge Mod Loader version 6.4.3.883 for Minecraft 1.6.4 loading
2013-10-15 18:49:18 [INFO] [ForgeModLoader] Java is Java HotSpot(TM) 64-Bit Server VM, version 1.7.0_21, running on Windows 8:amd64:6.2, installed at C:\Program Files\Java\jre7
2013-10-15 18:49:18 [FINE] [ForgeModLoader] Java classpath at launch is minecraft_server.1.6.4.jar
2013-10-15 18:49:18 [FINE] [ForgeModLoader] Java library path at launch is C:\Windows\system32;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;.
2013-10-15 18:49:18 [FINE] [ForgeModLoader] Enabling runtime deobfuscation
2013-10-15 18:49:18 [FINE] [ForgeModLoader] Instantiating coremod class FMLCorePlugin
2013-10-15 18:49:18 [FINE] [ForgeModLoader] Loaded coremod FMLCorePlugin
2013-10-15 18:49:18 [FINE] [ForgeModLoader] Instantiating coremod class FMLForgePlugin
2013-10-15 18:49:18 [FINE] [ForgeModLoader] Loaded coremod FMLForgePlugin
2013-10-15 18:49:18 [FINE] [ForgeModLoader] All fundamental core mods are successfully located
2013-10-15 18:49:18 [FINE] [ForgeModLoader] Discovering coremods
2013-10-15 18:49:18 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.AccessTransformer
2013-10-15 18:49:18 [INFO] [STDOUT] Loaded 40 rules from AccessTransformer config file fml_at.cfg
2013-10-15 18:49:18 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.MarkerTransformer
2013-10-15 18:49:18 [FINEST] [ForgeModLoader] Registering transformer cpw.mods.fml.common.asm.transformers.SideTransformer
2013-10-15 18:49:18 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.ForgeAccessTransformer
2013-10-15 18:49:18 [INFO] [STDOUT] Loaded 109 rules from AccessTransformer config file forge_at.cfg
2013-10-15 18:49:18 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.EventTransformer
2013-10-15 18:49:18 [FINE] [ForgeModLoader] Running coremod plugins
2013-10-15 18:49:18 [FINE] [ForgeModLoader] Running coremod plugin FMLCorePlugin
aew=[aew : aew => net.minecraft.world.gen.feature.WorldGenBigTree (true) size 7224]	
aet=[aet : aet => net.minecraft.world.gen.ChunkProviderGenerate (true) size 13463]	
lc=[lc : lc => net.minecraft.logging.LogAgent (true) size 2697]	
aeu=[aeu : aeu => net.minecraft.world.gen.ChunkProviderEnd (true) size 8482]	
bfa=[bfa : bfa => net.minecraft.client.renderer.WorldRenderer (false) size 5346]	
awg=[awg : awg => net.minecraft.client.gui.GuiSlot (false) size 7228]	
aex=[aex : aex => net.minecraft.world.gen.feature.WorldGenForest (true) size 2541]	
adr=[adr : adr => net.minecraft.world.chunk.Chunk (true) size 21369]	
zh=[zh : zh => net.minecraft.item.ItemBlock (true) size 3994]	
bhj=[bhj : bhj => net.minecraft.client.renderer.entity.RenderPlayer (false) size 13774]	
ata=[ata : ata => net.minecraft.util.MovingObjectPosition (true) size 1081]	
bho=[bho : bho => net.minecraft.client.renderer.entity.RenderSnowMan (false) size 2816]	
ast=[ast : ast => net.minecraft.block.BlockPistonBase (true) size 9462]	
hn=[hn : hn => net.minecraft.server.management.ServerConfigurationManager (true) size 19703]	
bhu=[bhu : bhu => net.minecraft.client.renderer.entity.RenderVillager (false) size 3112]	
acq=[acq : acq => net.minecraft.world.biome.BiomeGenBase (true) size 8650]	
yh=[yh : yh => net.minecraft.item.ItemMap (true) size 6122]	
ye=[ye : ye => net.minecraft.item.ItemStack (true) size 14819]	
is=[is : is => net.minecraft.server.dedicated.DedicatedServer (true) size 10207]	
bgl=[bgl : bgl => net.minecraft.client.renderer.entity.RenderManager (false) size 9834]	
yc=[yc : yc => net.minecraft.item.Item (true) size 30793]	
yd=[yd : yd => net.minecraft.item.EnumToolMaterial (true) size 2100]	
acl=[acl : acl => net.minecraft.world.ChunkCache (true) size 6615]	
yb=[yb : yb => net.minecraft.item.ItemHoe (true) size 2424]	
aci=[aci : aci => net.minecraft.world.SpawnerAnimals (true) size 7002]	
acg=[acg : acg => net.minecraft.world.WorldType (true) size 5543]	
atv=[atv : atv => net.minecraft.client.Minecraft (false) size 41588]	
acf=[acf : acf => net.minecraft.world.IBlockAccess (true) size 752]	
aul=[aul : aul => net.minecraft.client.settings.GameSettings (false) size 17130]	
bgw=[bgw : bgw => net.minecraft.client.renderer.entity.RenderItem (false) size 12018]	
yx=[yx : yx => net.minecraft.item.ItemShears (true) size 3596]	
yw=[yw : yw => net.minecraft.item.ItemSeeds (true) size 2008]	
bgu=[bgu : bgu => net.minecraft.client.renderer.entity.RenderBiped (false) size 9700]	
yv=[yv : yv => net.minecraft.item.ItemSeedFood (true) size 1895]	
je=[je : je => net.minecraft.server.gui.StatsComponent (true) size 4045]	
yq=[yq : yq => net.minecraft.item.EnumRarity (false) size 1204]	
iy=[iy : iy => net.minecraft.server.ServerListenThread (true) size 3680]	
acv=[acv : acv => net.minecraft.world.biome.WorldChunkManager (true) size 5312]	
acu=[acu : acu => net.minecraft.world.biome.BiomeDecorator (true) size 9242]	
bhb=[bhb : bhb => net.minecraft.client.renderer.entity.RendererLivingEntity (false) size 11928]	
yi=[yi : yi => net.minecraft.item.ItemBucketMilk (true) size 1145]
2013-10-15 18:49:19 [INFO] [ForgeModLoader] Found valid fingerprint for Minecraft Forge. Certificate fingerprint e3c3d50c7c986df74c645c0ac54639741c90a557
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.client.ClientBrandRetriever (input size 0), found 1 patch
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.client.ClientBrandRetriever (new size 685)
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Coremod plugin FMLCorePlugin run successfully
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Running coremod plugin FMLForgePlugin
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Coremod plugin FMLForgePlugin run successfully
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Validating minecraft
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Minecraft validated, launching...
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.server.MinecraftServer (input size 20475), found 1 patch
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.server.MinecraftServer (new size 27501)
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.World (input size 41161), found 1 patch
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.World (new size 65890)
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.IBlockAccess (input size 224), found 1 patch
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.IBlockAccess (new size 743)
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.WorldServer (input size 14788), found 1 patch
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.WorldServer (new size 20910)
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.network.packet.Packet (input size 7307), found 1 patch
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.network.packet.Packet (new size 8741)
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.WorldType (input size 1466), found 1 patch
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.WorldType (new size 5736)
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.crash.CrashReport (input size 6336), found 1 patch
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.crash.CrashReport (new size 7918)
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.server.management.ServerConfigurationManager (input size 16339), found 1 patch
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.server.management.ServerConfigurationManager (new size 21139)
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.player.EntityPlayer (input size 24208), found 1 patch
2013-10-15 18:49:19 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.player.EntityPlayer (new size 38277)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.EntityLivingBase (input size 25356), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.EntityLivingBase (new size 33399)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.Entity (input size 25323), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.Entity (new size 38606)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.network.NetworkListenThread (input size 2100), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.network.NetworkListenThread (new size 2964)
2013-10-15 18:49:20 [INFO] [ForgeModLoader] Launching wrapped minecraft {net.minecraft.server.MinecraftServer}
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.stats.StatList (input size 5653), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.stats.StatList (new size 6557)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.Block (input size 28719), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.Block (new size 49789)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.item.EntityItem (input size 5611), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.item.EntityItem (new size 8314)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.creativetab.CreativeTabs (input size 1879), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.creativetab.CreativeTabs (new size 5751)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockGrass (input size 980), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockGrass (new size 3500)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockSapling (input size 2194), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockSapling (new size 3914)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockFlower (input size 1521), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockFlower (new size 3588)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockFlowing (input size 4256), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockFlowing (new size 5156)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockFluid (input size 3752), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockFluid (new size 9810)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockSand (input size 1643), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockSand (new size 2370)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockLog (input size 1184), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockLog (new size 3135)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockLeaves (input size 4080), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockLeaves (new size 8191)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.tileentity.TileEntity (input size 4426), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.tileentity.TileEntity (new size 7518)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockRailBase (input size 2404), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockRailBase (new size 4363)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockPistonBase (input size 6492), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockPistonBase (new size 9704)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockTallGrass (input size 1288), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockTallGrass (new size 3946)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockMushroom (input size 1825), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockMushroom (new size 2645)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockTorch (input size 2798), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockTorch (new size 4781)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockFire (input size 4755), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockFire (new size 9610)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockChest (input size 6965), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockChest (new size 9237)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockRedstoneWire (input size 5257), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockRedstoneWire (new size 8844)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockCrops (input size 2499), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockCrops (new size 4989)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockFarmland (input size 2166), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockFarmland (new size 4018)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.tileentity.TileEntityFurnace (input size 5214), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.tileentity.TileEntityFurnace (new size 6635)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockDoor (input size 3708), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockDoor (new size 7081)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockLadder (input size 1677), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockLadder (new size 3071)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockLever (input size 4434), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockLever (new size 5947)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockButton (input size 4927), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockButton (new size 7195)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockSnow (input size 2225), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockSnow (new size 3572)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockCactus (input size 1726), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockCactus (new size 4171)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockReed (input size 1736), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockReed (new size 3227)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockPumpkin (input size 2224), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockPumpkin (new size 3783)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.EntityLiving (input size 15924), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.EntityLiving (new size 19692)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockPortal (input size 2847), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockPortal (new size 5427)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockTrapDoor (input size 2767), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockTrapDoor (new size 4791)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockPane (input size 2263), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockPane (new size 4351)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockStem (input size 2925), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockStem (new size 6288)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockVine (input size 4868), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockVine (new size 6985)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockMycelium (input size 940), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockMycelium (new size 2864)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockNetherStalk (input size 1361), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockNetherStalk (new size 3680)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.tileentity.TileEntityBrewingStand (input size 4808), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.tileentity.TileEntityBrewingStand (new size 6439)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.Item (input size 21098), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.Item (new size 31922)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockCocoa (input size 2518), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockCocoa (new size 5439)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockTripWireSource (input size 5544), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockTripWireSource (new size 7403)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.tileentity.TileEntityBeacon (input size 4505), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.tileentity.TileEntityBeacon (new size 6306)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockSkull (input size 4373), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockSkull (new size 6663)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.boss.EntityWither (input size 8780), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.boss.EntityWither (new size 11364)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.boss.IBossDisplayData (input size 0), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.boss.IBossDisplayData (new size 175)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.block.BlockComparator (input size 3837), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.block.BlockComparator (new size 6288)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemTool (input size 1612), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemTool (new size 2748)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.EnumToolMaterial (input size 1646), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.EnumToolMaterial (new size 2216)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemBlock (input size 1655), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemBlock (new size 4088)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemFlintAndSteel (input size 952), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemFlintAndSteel (new size 1283)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemBow (input size 2077), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemBow (new size 4035)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.nbt.NBTTagList (input size 2387), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.nbt.NBTTagList (new size 3235)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemHoe (input size 1161), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemHoe (new size 2467)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemSeeds (input size 679), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemSeeds (new size 2023)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemArmor (input size 2781), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemArmor (new size 4454)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.BehaviorDispenseArmor (input size 1099), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.BehaviorDispenseArmor (new size 1521)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.EnumArmorMaterial (input size 1536), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.EnumArmorMaterial (new size 2073)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemBucket (input size 2578), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemBucket (new size 3684)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.item.EntityMinecart (input size 13682), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.item.EntityMinecart (new size 21348)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemBucketMilk (input size 828), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemBucketMilk (new size 1153)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemDye (input size 4249), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemDye (new size 7521)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.player.EntityPlayer (input size 24208), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.player.EntityPlayer (new size 38277)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemMap (input size 5122), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemMap (new size 6631)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.world.storage.MapData (input size 4285), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.world.storage.MapData (new size 6010)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemShears (input size 1037), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.item.ItemShears (new size 3599)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.entity.item.EntityEnderPearl (input size 1168), found 1 patch
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.entity.item.EntityEnderPearl (new size 2245)
2013-10-15 18:49:20 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.item.ItemSeedFood (input size 625), found 1 patch
